route_id,service_id,trip_id,trip_headsign,direction_id,shape_id
634,0000000072025062820250909,0003284622025062820250909,Rovereto. Via Paoli,1,SHAPE00052
309,0000000502025062820250909,0003292122025062820250909,Pergine V. Intermodale,1,SHAPE01407
167,0000000042025062820250909,0003274732025062820250909,Pieve di Bono,1,SHAPE02435
336,0000000022025062820250909,0003298412025062820250909,Mezzana. Staz Ftm,1,SHAPE01170
520,0000000022025062820250909,0003289782025062820250909,Trento. Autostazione,1,SHAPE00891
663,0000000012025062820250909,0003273712025062820250909,Penia. Str. Pian Trevisan,1,SHAPE00156
366,0000000072025062820250909,0003302852025062820250909,Mezzocorona-Staz.Fs,1,SHAPE00054
252,0000000012025062820250909,0003271182025062820250909,P.S.Pellegrino-Fun,0,SHAPE00065
86,0000000042025062820250909,0003288912025062820250909,Borgo Valsugana-C.Intermodale,1,SHAPE00023
117,0000000022025062820250909,0003269452025062820250909,Varena. Via Alpini-Dir.Lavazè,0,SHAPE00424
159,0000004512025062820250909,0003274852025062820250909,Ponte Arche Autostazione,1,SHAPE01865
196,0000000022025062820250909,0003282472025062820250909,Virti,0,SHAPE01778
155,0000000022025062820250909,0003275382025062820250909,Ponte Arche Autostazione,1,SHAPE00499
110,0000000072025062820250909,0003285352025062820250909,Trento. Autostazione,1,SHAPE00034
314,0000000022025062820250909,0003282922025062820250909,Pra Da Lac,0,SHAPE02604
494,0000000072025062820250909,0003292322025062820250909,Trento. Autostazione,1,SHAPE00729
366,0000000072025062820250909,0003303012025062820250909,Cles. Autostazione,0,SHAPE00819
86,0000000412025062820250909,0003288872025062820250909,Borgo Valsugana-C.Intermodale,1,SHAPE00023
683,0000000012025062820250909,0003274362025062820250909,Passo Pordoi,0,SHAPE00194
494,0000000042025062820250909,0003292332025062820250909,Trento. Autostazione,1,SHAPE00729
366,0000000022025062820250909,0003303122025062820250909,Termon,0,SHAPE02661
636,0000000072025062820250909,0003281802025062820250909,Campo Carlo Magno,0,SHAPE00184
554,0000004512025062820250909,0003292282025062820250909,Pergine V. Intermodale,1,SHAPE00813
375,0000000042025062820250909,0003297212025062820250909,Cles. Autostazione,1,SHAPE00013
110,0000000022025062820250909,0003285232025062820250909,Trento. Autostazione,1,SHAPE00332
520,0000000022025062820250909,0003289962025062820250909,Trento. Autostazione,1,SHAPE00608
231,0000000042025062820250909,0003282842025062820250909,Rovereto. Via Paoli,1,SHAPE00481
520,0000000072025062820250909,0003290212025062820250909,Levico T. Via Avancini,0,SHAPE00094
134,0000000022025062820250909,0003277012025062820250909,Trento. Autostazione,1,SHAPE00035
703,0000000022025062820250909,0003303112025062820250909,Lavis Ftm,1,SHAPE01237
562,0000004512025062820250909,0003311162025062820250909,Pergine V. Intermodale,1,SHAPE00120
375,0000000022025062820250909,0003296642025062820250909,Passo Mendola,0,SHAPE00532
324,0000000022025062820250909,0003298732025062820250909,Somrabbi,0,SHAPE00906
248,0000000022025062820250909,0003294012025062820250909,Sagron,0,SHAPE00141
420,0000000012025062820250909,0003305332025062820250909,Riva Del G. Autostazione,0,SHAPE00050
241,0000000022025062820250909,0003272632025062820250909,Passo Oclini,0,SHAPE00393
357,0000000022025062820250909,0003300412025062820250909,Cles. Autostazione,1,SHAPE00623
332,0000000072025062820250909,0003299682025062820250909,Mezzana. Staz Ftm,1,SHAPE00067
658,0000000022025062820250909,0003295542025062820250909,Mezzolombardo,1,SHAPE00005
352,0000000022025062820250909,0003303712025062820250909,Male' Ferrovia,0,
200,0000004512025062820250909,0003282732025062820250909,Avio. Via M.Baldo,0,SHAPE02009
243,0000000012025070120250831,0003273912025070120250831,Penia. Str. Pian Trevisan,0,SHAPE00055
634,0000000022025062820250909,0003285542025062820250909,Rovereto. Via Paoli,1,SHAPE00076
181,0000004512025062820250909,0003283892025062820250909,Aldeno,1,SHAPE00002
634,0000000022025062820250909,0003284632025062820250909,Rovereto. Via Paoli,1,SHAPE00052
332,0000000072025062820250909,0003299352025062820250909,Mezzana. Staz Ftm,1,SHAPE00067
134,0000000022025062820250909,0003278552025062820250909,Sarche. Centro Comm.,1,SHAPE01706
250,0000000022025062820250909,0003293422025062820250909,Caoria,0,SHAPE01226
243,0000000072025062820250909,0003270082025062820250909,Penia. Str. Pian Trevisan,0,SHAPE00022
383,0000000022025062820250909,0003300992025062820250909,Cles. Autostazione,1,SHAPE00308
250,0000000012025062820250909,0003294422025062820250909,Lago Calaita,0,SHAPE01163
177,0000004512025062820250909,0003290512025062820250909,Hacleri,0,SHAPE01544
169,0000000042025062820250909,0003288812025062820250909,Borgo Valsugana-C.Intermodale,1,SHAPE01413
658,0000000042025062820250909,0003296382025062820250909,Molveno,0,SHAPE02376
241,0000000022025062820250909,0003272562025062820250909,Passo Oclini,0,SHAPE00393
683,0000000012025062820250909,0003274282025062820250909,Passo Pordoi,0,SHAPE00194
194,0000000022025062820250909,0003286232025062820250909,Rovereto. Staz. Fs,1,SHAPE01695
3,0000000022025062820250909,0003270862025062820250909,Cavalese. Autostazione,0,SHAPE01458
634,0000000072025062820250909,0003284922025062820250909,Rovereto. Via Paoli,1,SHAPE00052
507,0000000042025062820250909,0003285252025062820250909,Masi D'avio,0,SHAPE01725
681,0000000392025062820250909,0003302742025062820250909,Tassullo,1,SHAPE01377
634,0000000022025062820250909,0003288142025062820250909,Bolognano,0,SHAPE00064
175,0000000022025062820250909,0003277072025062820250909,Drena,0,SHAPE02693
721,0000000012025062820250909,0003301292025062820250909,Plaze Dei Forni,1,SHAPE00024
366,0000000072025062820250909,0003303022025062820250909,Mezzocorona-Staz.Fs,1,SHAPE00054
562,0000004512025062820250909,0003290922025062820250909,Pergine V. Intermodale,1,SHAPE00159
618,0000000042025062820250909,0003294752025062820250909,Luxottica-Agordo,0,SHAPE00347
67,0000000022025062820250909,0003269362025062820250909,Cela-Aguai-Paese,0,SHAPE02029
157,0000000022025062820250909,0003276712025062820250909,Baitoni,0,SHAPE00032
326,0000000022025062820250909,0003298922025062820250909,Male',1,SHAPE00090
71,0000000072025062820250909,0003275772025062820250909,Tione. Autostazione,0,SHAPE00242
175,0000000042025062820250909,0003276872025062820250909,Vezzano. Apt,1,SHAPE00316
153,0000000022025062820250909,0003277782025062820250909,Ponte Arche Autostazione,0,SHAPE00380
368,0000000072025062820250909,0003297832025062820250909,Cles. Autostazione,1,SHAPE02480
186,0000000022025062820250909,0003287372025062820250909,Trento. Autostazione,1,SHAPE00019
286,0000000072025062820250909,0003275362025062820250909,Molveno,0,SHAPE00399
328,0000000502025062820250909,0003299092025062820250909,Pellizzano,1,SHAPE01166
71,0000000022025062820250909,0003279042025062820250909,Ponte Arche Autostazione,1,SHAPE00011
636,0000000022025062820250909,0003278692025062820250909,Trento. Autostazione,1,SHAPE01003
194,0000000022025062820250909,0003285482025062820250909,Nomi,1,SHAPE01490
658,0000000072025062820250909,0003311752025062820250909,Molveno,0,SHAPE01123
375,0000004512025062820250909,0003297252025062820250909,Dermulo,1,SHAPE00549
69,0000004512025062820250909,0003289592025062820250909,Baselga. Municipio,1,SHAPE02524
368,0000000022025062820250909,0003297782025062820250909,Dermulo,1,SHAPE01075
520,0000000022025062820250909,0003289832025062820250909,Borgo V. Valli,0,SHAPE00334
80,0000000022025062820250909,0003276442025062820250909,M. Terlago. Htl 2 Laghi,0,SHAPE01886
340,0000000022025062820250909,0003273162025062820250909,Rovere'. Trentinalatte,0,SHAPE00774
243,0000000012025062820250909,0003273062025062820250909,Predazzo. Autostazione,1,SHAPE00049
326,0000000072025062820250909,0003298862025062820250909,M.Campiglio.Pietra Gr.,0,SHAPE00286
503,0000000072025062820250909,0003284392025062820250909,Rovereto. Via Paoli,0,SHAPE01781
522,0000000042025062820250909,0003292852025062820250909,Borgo Valsugana-C.Intermodale,1,SHAPE00256
231,0000000022025062820250909,0003282312025062820250909,Brentonico,0,SHAPE01168
658,0000000072025062820250909,0003295572025062820250909,Santel. Sp64,0,SHAPE00579
157,0000000022025062820250909,0003276772025062820250909,Baitoni,0,SHAPE00032
324,0000000072025062820250909,0003298492025062820250909,Somrabbi,0,SHAPE00850
658,0000000012025062820250909,0003298192025062820250909,Molveno,0,SHAPE01316
215,0000000022025062820250909,0003286112025062820250909,Camposilvano,0,SHAPE01282
243,0000000012025062820250831,0003271542025062820250831,Penia. Str. Pian Trevisan,0,SHAPE00205
288,0000000022025062820250909,0003269252025062820250909,Predazzo. Autostazione,1,SHAPE00834
683,0000000072025062820250909,0003274652025062820250909,Passo Pordoi,0,SHAPE00194
332,0000000072025062820250909,0003299742025062820250909,Passo Tonale,0,SHAPE00357
231,0000000022025062820250909,0003285552025062820250909,Saccone,0,SHAPE01632
243,0000000012025070120250831,0003274172025070120250831,Penia. Str. Pian Trevisan,0,SHAPE00055
60,0000000042025062820250909,0003271762025062820250909,Palu' di Giovo,0,SHAPE00278
7,0000000022025062820250909,0003269262025062820250909,Casatta Valfloriana,1,SHAPE00097
551,0000000022025062820250909,0003292602025062820250909,Pergine V. Intermodale,1,SHAPE00172
123,0000000042025062820250909,0003294262025062820250909,Arten,1,SHAPE00107
326,0000000022025062820250909,0003298942025062820250909,Male',1,SHAPE00090
60,0000000042025062820250909,0003271792025062820250909,Palu' di Giovo,0,SHAPE00278
386,0000000072025062820250909,0003297982025062820250909,Lago di Tovel,0,SHAPE00739
636,0000000072025062820250909,0003278872025062820250909,Tione. Autostazione,1,SHAPE00238
245,0000000022025062820250909,0003279512025062820250909,Riva Del G.Autostazione,1,SHAPE00367
551,0000000022025062820250909,0003292532025062820250909,Pergine V. Intermodale,1,SHAPE00172
636,0000000022025062820250909,0003282002025062820250909,Tione. Autostazione,1,SHAPE00046
683,0000000022025062820250909,0003274502025062820250909,Parcheggio,1,SHAPE00008
177,0000000022025062820250909,0003289372025062820250909,Pergine V. Intermodale,1,SHAPE02494
520,0000000022025062820250909,0003290032025062820250909,Borgo V. Valli,0,SHAPE00334
357,0000000022025062820250909,0003300322025062820250909,Bresimo,0,SHAPE00041
683,0000000012025062820250909,0003274262025062820250909,Passo Pordoi,0,SHAPE00194
721,0000000012025062820250909,0003301332025062820250909,Plaze Dei Forni,1,SHAPE00024
549,0000000022025062820250909,0003292502025062820250909,Pergine V. Intermodale,1,SHAPE00228
186,0000000042025062820250909,0003287272025062820250909,Trento. Autostazione,1,SHAPE00071
110,0000000072025062820250909,0003284842025062820250909,Rovereto. Staz. Fs,0,SHAPE00422
245,0000000012025062820250909,0003279102025062820250909,Riva Del G.Autostazione,1,SHAPE00099
326,0000000022025062820250909,0003298932025062820250909,M.Campiglio.Pietra Gr.,0,SHAPE00286
175,0000000042025062820250909,0003278462025062820250909,Trento. Autostazione,1,SHAPE00366
520,0000000022025062820250909,0003289762025062820250909,Trento. Ospedale S.Camillo,1,SHAPE01716
352,0000000022025062820250909,0003304482025062820250909,Mezzolombardo Ferrovia,0,
69,0000000072025062820250909,0003289492025062820250909,Trento. Autostazione,1,SHAPE01092
658,0000000022025062820250909,0003295372025062820250909,Molveno,0,SHAPE00385
494,0000000072025062820250909,0003290742025062820250909,Trento. Autostazione,1,SHAPE02482
110,0000000042025062820250909,0003284292025062820250909,Ala. Staz. Fs,0,SHAPE02783
375,0000000072025062820250909,0003296612025062820250909,Cles. Autostazione,1,SHAPE00778
336,0000000022025062820250909,0003299552025062820250909,Fucine,1,SHAPE00015
243,0000000022025062820250909,0003271202025062820250909,Cavalese. Autostazione,1,SHAPE02365
243,0000000012025062820250909,0003271172025062820250909,Cavalese. Autostazione,1,SHAPE00033
494,0000000022025062820250909,0003291042025062820250909,Pergine V. Intermodale,1,SHAPE00186
237,0000000412025062820250909,0003277752025062820250909,Vezzano. Apt,0,SHAPE00691
658,0000000022025062820250909,0003298292025062820250909,Molveno,0,SHAPE01043
332,0000000072025062820250909,0003299562025062820250909,Mezzana. Staz Ftm,1,SHAPE00067
375,0000000022025062820250909,0003296462025062820250909,Passo Mendola,0,SHAPE00206
663,0000000012025062820250909,0003273482025062820250909,Passo Fedaia,0,SHAPE00179
324,0000000022025062820250909,0003298662025062820250909,Somrabbi,0,SHAPE00906
386,0000000022025062820250909,0003298082025062820250909,Lago di Tovel,0,SHAPE00739
55,0000000022025062820250909,0003270662025062820250909,Trento. Autostazione,1,SHAPE01874
336,0000000022025062820250909,0003298442025062820250909,Mezzana. Staz Ftm,1,SHAPE01170
194,0000000042025062820250909,0003286302025062820250909,Pomarolo,1,SHAPE00624
123,0000004512025062820250909,0003294252025062820250909,Arten,1,SHAPE00107
237,0000000022025062820250909,0003275922025062820250909,Trento. Autostazione,1,SHAPE00059
237,0000000402025062820250909,0003277682025062820250909,Lagolo-Capolinea,1,SHAPE01103
215,0000000502025062820250909,0003311242025062820250909,Streva,0,SHAPE00010
155,0000000022025062820250909,0003275412025062820250909,Bivedo,0,SHAPE00085
233,0000000042025062820250909,0003285462025062820250909,Brentonico,1,SHAPE01381
721,0000000012025062820250909,0003301742025062820250909,Rabbi Coler,0,SHAPE00269
658,0000004512025062820250909,0003296372025062820250909,Molveno,0,SHAPE00132
663,0000000012025062820250909,0003273612025062820250909,Penia. Str. Pian Trevisan,1,SHAPE00156
215,0000000502025062820250909,0003311272025062820250909,Valmorbia,1,SHAPE01277
215,0000000022025062820250909,0003283262025062820250909,Rovereto. Via Manzoni,1,SHAPE02124
90,0000000042025062820250909,0003289272025062820250909,Barco,0,SHAPE00552
60,0000000042025062820250909,0003270972025062820250909,Verla,1,SHAPE00528
658,0000000072025062820250909,0003296222025062820250909,Mezzocorona-Staz.Fs,1,SHAPE00038
578,0000000042025062820250909,0003307772025062820250909,Trento. Staz. Fs,1,
366,0000000072025062820250909,0003297452025062820250909,Cles. Autostazione,0,SHAPE00470
721,0000000012025062820250909,0003301772025062820250909,Plaze Dei Forni,1,SHAPE00024
157,0000000022025062820250909,0003280432025062820250909,Tione. Autostazione,1,SHAPE00006
324,0000000072025062820250909,0003298592025062820250909,Male',1,SHAPE00190
248,0000000022025062820250909,0003294292025062820250909,Imer,1,SHAPE02429
663,0000000012025062820250909,0003273382025062820250909,Passo Fedaia,0,SHAPE00179
494,0000000022025062820250909,0003291362025062820250909,Montesover,0,SHAPE01345
69,0000000022025062820250909,0003289662025062820250909,Montesover,0,SHAPE00027
520,0000000072025062820250909,0003291652025062820250909,Trento. Autostazione,1,SHAPE01069
243,0000000072025062820250909,0003270052025062820250909,Penia. Str. Pian Trevisan,0,SHAPE00022
80,0000000022025062820250909,0003276292025062820250909,Trento. Autostazione,1,SHAPE00175
375,0000000022025062820250909,0003296742025062820250909,Dermulo,1,SHAPE00429
395,0000000042025062820250909,0003300122025062820250909,Mezzolombardo,1,SHAPE01359
200,0000000022025062820250909,0003282672025062820250909,Ala. Staz. Fs,0,SHAPE00876
663,0000000012025062820250909,0003273742025062820250909,Passo Fedaia,0,SHAPE00179
423,0000000012025062820250909,0003305652025062820250909,Riva Del G. Autostazione,0,SHAPE00985
134,0000000022025062820250909,0003277092025062820250909,Trento. Autostazione,1,SHAPE00035
215,0000006512025062820250909,0003287542025062820250909,Valmorbia,1,SHAPE01277
248,0000000012025062820250909,0003294552025062820250909,Val Canali,0,SHAPE00121
71,0000000072025062820250909,0003279832025062820250909,Tione. Autostazione,0,SHAPE00075
157,0000000042025062820250909,0003276522025062820250909,Tione. Autostazione,1,SHAPE00006
336,0000000022025062820250909,0003298352025062820250909,Mezzana. Staz Ftm,1,SHAPE01170
179,0000000042025062820250909,0003292012025062820250909,Battisti,0,SHAPE00542
132,0000000022025062820250909,0003288962025062820250909,Borgo Valsugana-C.Intermodale,1,SHAPE00282
3,0000000022025062820250909,0003270912025062820250909,Trento. Autostazione,1,SHAPE01930
611,0000000072025062820250909,0003269532025062820250909,Cavalese. Autostazione,1,SHAPE00245
186,0000000022025062820250909,0003286862025062820250909,Trento. Autostazione,1,SHAPE00019
71,0000000022025062820250909,0003275522025062820250909,Ponte Arche Autostazione,1,SHAPE00011
366,0000000022025062820250909,0003303032025062820250909,Cles. Autostazione,0,SHAPE00819
157,0000000022025062820250909,0003279422025062820250909,Baitoni,0,SHAPE00032
69,0000000072025062820250909,0003289602025062820250909,Trento. Autostazione,1,SHAPE01766
117,0000000022025062820250909,0003269492025062820250909,Varena. Via Alpini-Dir.Lavazè,0,SHAPE01849
618,0000000042025062820250909,0003294962025062820250909,Luxottica-Agordo,0,SHAPE00347
562,0000004512025062820250909,0003292342025062820250909,Canale di Pergine. Chiesa,0,SHAPE01848
188,0000000022025062820250909,0003290592025062820250909,Levico T. Via Avancini,0,SHAPE00416
713,0000000022025062820250909,0003304372025062820250909,Mezzolombardo,0,SHAPE02824
354,0000000022025062820250909,0003298102025062820250909,Mechel,0,SHAPE00259
687,0000004512025062820250909,0003282262025062820250909,Vezzano. Apt,0,SHAPE02076
721,0000000012025062820250909,0003301672025062820250909,Plaze Dei Forni,1,SHAPE00024
507,0000000042025062820250909,0003284272025062820250909,Ala. Staz. Fs,0,SHAPE01234
98,0000000022025062820250909,0003290262025062820250909,Borgo Valsugana-C.Intermodale,1,SHAPE01877
663,0000000012025062820250909,0003273722025062820250909,Passo Fedaia,0,SHAPE00179
314,0000000022025062820250909,0003282882025062820250909,Ronzo Chienis,0,SHAPE00731
340,0000000022025062820250909,0003273152025062820250909,Mezzocorona-Staz.Fs,1,SHAPE00534
237,0000000022025062820250909,0003276052025062820250909,Sardagna-Rotatoria,0,SHAPE00699
663,0000000012025062820250909,0003273692025062820250909,Penia. Str. Pian Trevisan,1,SHAPE00156
636,0000000072025062820250909,0003278672025062820250909,Trento. Autostazione,1,SHAPE01003
80,0000000022025062820250909,0003279312025062820250909,M. Terlago. Htl 2 Laghi,0,SHAPE00091
520,0000004512025062820250909,0003290152025062820250909,Trento. Autostazione,1,SHAPE00891
69,0000000042025062820250909,0003289572025062820250909,Montesover,0,SHAPE00027
395,0000004512025062820250909,0003300022025062820250909,Toss,0,SHAPE00254
241,0000000022025062820250909,0003272642025062820250909,Cavalese. Autostazione,1,SHAPE01011
102,0000000072025062820250909,0003293392025062820250909,S.Martino di Castrozza,1,SHAPE01175
526,0000000042025062820250909,0003287472025062820250909,Luserna,0,SHAPE01110
67,0000000022025062820250909,0003272592025062820250909,V.Veronza. Htl Veronza,0,SHAPE00602
286,0000000022025062820250909,0003277902025062820250909,Molveno,0,SHAPE00399
134,0000000012025062820250909,0003277432025062820250909,Riva Del G.Autostazione,0,SHAPE00272
375,0000000022025062820250909,0003297192025062820250909,Ronzone,0,SHAPE00146
157,0000000072025062820250909,0003276792025062820250909,Baitoni,0,SHAPE00032
526,0000000042025062820250909,0003287442025062820250909,Pergine V. Intermodale,1,SHAPE01895
663,0000000012025062820250909,0003273412025062820250909,Penia. Str. Pian Trevisan,1,SHAPE00156
188,0000000042025062820250909,0003290562025062820250909,Levico T. Via Avancini,0,SHAPE00416
86,0000000412025062820250909,0003288862025062820250909,Borgo Valsugana-C.Intermodale,1,SHAPE00023
243,0000000012025070120250831,0003273882025070120250831,Moena Albergo Trentino,1,SHAPE00572
243,0000000022025062820250909,0003269992025062820250909,Penia. Str. Pian Trevisan,0,SHAPE00022
110,0000000072025062820250909,0003284492025062820250909,Rovereto. Via Manzoni,0,SHAPE00093
364,0000000072025062820250909,0003296812025062820250909,Fondo. Via Garibaldi,0,SHAPE00483
181,0000000072025062820250909,0003286352025062820250909,Garniga Vecchia,0,SHAPE02185
71,0000000042025062820250909,0003279882025062820250909,Tione. Autostazione,0,SHAPE02801
658,0000000022025062820250909,0003295872025062820250909,Molveno,0,SHAPE00132
520,0000000042025062820250909,0003290202025062820250909,Pergine V. P.Gavazzi,0,SHAPE00402
55,0000000022025062820250909,0003271332025062820250909,Trento. Autostazione,1,SHAPE02192
357,0000000072025062820250909,0003300392025062820250909,Cles. Autostazione,1,SHAPE00832
663,0000000012025062820250909,0003273602025062820250909,Passo Fedaia,0,SHAPE00179
123,0000000022025062820250909,0003293672025062820250909,Borgo Valsugana-C.Intermodale,1,SHAPE00574
71,0000000022025062820250909,0003278612025062820250909,Trento. Autostazione,1,SHAPE00340
343,0000000042025062820250909,0003272072025062820250909,Faedo. Pineta,0,SHAPE00189
243,0000000012025062820250909,0003271522025062820250909,Penia. Str. Pian Trevisan,0,SHAPE00205
352,0000000022025062820250909,0003304342025062820250909,Trento Ftm,1,
3,0000000022025062820250909,0003271012025062820250909,Molina di Fiemme,0,SHAPE00694
494,0000000022025062820250909,0003289512025062820250909,Montesover,0,SHAPE01418
357,0000000022025062820250909,0003300332025062820250909,Lanza di Rumo,0,SHAPE00262
198,0000000042025062820250909,0003283072025062820250909,Folgaria. Via Battisti,0,SHAPE01593
110,0000000022025062820250909,0003284502025062820250909,Bolognano,0,SHAPE01317
526,0000000022025062820250909,0003287292025062820250909,Pergine V. Intermodale,1,SHAPE01675
336,0000000022025062820250909,0003299402025062820250909,Peio,0,SHAPE00510
153,0000000072025062820250909,0003277962025062820250909,Riva Del G.Autostazione,1,SHAPE02793
658,0000004512025062820250909,0003296132025062820250909,Mezzocorona-Staz.Fs,1,SHAPE00326
562,0000000022025062820250909,0003292462025062820250909,Pergine V. Intermodale,1,SHAPE02198
522,0000000072025062820250909,0003292782025062820250909,Borgo Valsugana-C.Intermodale,1,SHAPE00256
237,0000000022025062820250909,0003275842025062820250909,Trento. Autostazione,1,SHAPE00059
494,0000000072025062820250909,0003289472025062820250909,Baselga. Municipio,0,SHAPE01749
248,0000000012025062820250909,0003294072025062820250909,Fiera di Primiero,1,SHAPE00617
324,0000000012025062820250909,0003298712025062820250909,Male',1,SHAPE00488
243,0000000012025062820250909,0003272932025062820250909,Cavalese. Autostazione,1,SHAPE00288
102,0000000022025062820250909,0003294172025062820250909,Siror,1,SHAPE00086
198,0000000022025062820250909,0003286222025062820250909,Piazza di Terragnolo,1,SHAPE00693
634,0000000072025062820250909,0003284572025062820250909,Rovereto. Via Paoli,1,SHAPE00076
186,0000000072025062820250909,0003287362025062820250909,Carbonare,1,SHAPE02070
71,0000000042025062820250909,0003279862025062820250909,Tione. Autostazione,0,SHAPE00075
330,0000000412025062820250909,0003299142025062820250909,Montes,0,SHAPE00823
494,0000000042025062820250909,0003291852025062820250909,Pergine V. Intermodale,0,SHAPE01353
243,0000000012025070120250831,0003274052025070120250831,Penia. Str. Pian Trevisan,0,SHAPE00055
134,0000000022025062820250909,0003278532025062820250909,Riva Del G.Autostazione,0,SHAPE00272
188,0000000022025062820250909,0003290622025062820250909,Levico T. Via Avancini,0,SHAPE00416
102,0000000012025062820250909,0003294322025062820250909,Fiera di Primiero,0,SHAPE00408
683,0000000012025062820250909,0003274642025062820250909,Parcheggio,1,SHAPE00008
636,0000000022025062820250909,0003282082025062820250909,Trento. Autostazione,1,SHAPE00088
378,0000000042025062820250909,0003297122025062820250909,Cis,0,SHAPE00972
683,0000000022025062820250909,0003274582025062820250909,Parcheggio,1,SHAPE00008
203,0000000042025062820250909,0003285112025062820250909,Albaredo,0,SHAPE02288
352,0000000022025062820250909,0003303652025062820250909,Trento Ftm,1,
288,0000000012025062820250909,0003272502025062820250909,Paneveggio Centro Forestale,1,SHAPE01127
181,0000000022025062820250909,0003286252025062820250909,Trento. Autostazione,1,SHAPE00087
352,0000000022025062820250909,0003303672025062820250909,Mezzana. Ftm,0,
245,0000000022025062820250909,0003275742025062820250909,Tiarno di Sopra,0,SHAPE00048
336,0000000022025062820250909,0003299722025062820250909,Fucine,1,SHAPE00015
245,0000000022025062820250909,0003275132025062820250909,Riva Del G.Autostazione,1,SHAPE00367
378,0000000042025062820250909,0003297152025062820250909,Cles. Autostazione,1,SHAPE00218
120,0000000022025062820250909,0003270422025062820250909,Trento. Autostazione,1,SHAPE02766
672,0000000022025062820250909,0003279952025062820250909,Campi. Bivio Loc Parisi,0,SHAPE00862
366,0000000042025062820250909,0003302942025062820250909,Mezzocorona-Staz.Fs,1,SHAPE00054
117,0000000022025062820250909,0003269482025062820250909,Cavalese. Autostazione,1,SHAPE01167
683,0000000072025062820250831,0003274572025062820250831,Parcheggio,1,SHAPE00008
179,0000004512025062820250909,0003291112025062820250909,Battisti,0,SHAPE00542
683,0000000012025062820250909,0003274622025062820250909,Parcheggio,1,SHAPE00008
55,0000000022025062820250909,0003270712025062820250909,S.Michele,0,SHAPE01156
175,0000000022025062820250909,0003276862025062820250909,Riva Del G.Autostazione,0,SHAPE01492
503,0000004512025062820250909,0003284402025062820250909,Rovereto. Via Paoli,0,SHAPE00557
157,0000000022025062820250909,0003280172025062820250909,Tione. Autostazione,1,SHAPE00006
80,0000000042025062820250909,0003279542025062820250909,M. Terlago. Htl 2 Laghi,0,SHAPE00689
324,0000000072025062820250909,0003298572025062820250909,Somrabbi,0,SHAPE00906
102,0000000072025062820250909,0003293642025062820250909,Imer,0,SHAPE02704
184,0000000022025062820250909,0003289182025062820250909,Torcegno,0,SHAPE00214
522,0000000022025062820250909,0003291502025062820250909,Borgo Valsugana-C.Intermodale,1,SHAPE00213
520,0000000042025062820250909,0003289802025062820250909,Pergine V. Intermodale,0,SHAPE02179
352,0000000022025062820250909,0003303772025062820250909,Male' Ferrovia,0,
332,0000000022025062820250909,0003299792025062820250909,Passo Tonale,0,SHAPE00357
658,0000000072025062820250909,0003295612025062820250909,Mezzocorona-Staz.Fs,1,SHAPE00326
352,0000000072025062820250909,0003304112025062820250909,Trento Ftm,1,
551,0000000022025062820250909,0003292542025062820250909,Serso. Centrale Idroelettrica,0,SHAPE00456
237,0000000072025062820250909,0003275992025062820250909,Viote. Parcheggio,0,SHAPE00893
520,0000000042025062820250909,0003291962025062820250909,Levico Terme Autostazione,1,SHAPE02857
110,0000000022025062820250909,0003284472025062820250909,Riva Del G.Autostazione,0,SHAPE00160
237,0000000022025062820250909,0003276132025062820250909,Trento. Autostazione,1,SHAPE00217
84,0000000042025062820250909,0003288712025062820250909,Regnana,0,SHAPE00858
368,0000000072025062820250909,0003297852025062820250909,Sfruz,0,SHAPE00345
554,0000000022025062820250909,0003292222025062820250909,Ischia di Pergine,0,SHAPE01155
683,0000000012025062820250909,0003274432025062820250909,Parcheggio,1,SHAPE00008
237,0000000072025062820250909,0003278992025062820250909,Trento. Autostazione,1,SHAPE00059
231,0000000042025062820250909,0003282722025062820250909,Rovereto. Via Manzoni,1,SHAPE00057
658,0000000042025062820250909,0003296022025062820250909,Mezzocorona-Staz.Fs,1,SHAPE00038
243,0000000012025062820250909,0003273032025062820250909,Cavalese. Autostazione,1,SHAPE00288
658,0000000072025062820250909,0003311732025062820250909,Molveno,0,SHAPE00385
123,0000000022025062820250909,0003293592025062820250909,Arten,1,SHAPE00107
186,0000000022025062820250909,0003285012025062820250909,Luserna,0,SHAPE00355
324,0000000022025062820250909,0003298622025062820250909,Campeggio Al Plan,0,SHAPE00310
336,0000000022025062820250909,0003299382025062820250909,Peio,0,SHAPE00510
186,0000000022025062820250909,0003286882025062820250909,Pian Dei Pradi,1,SHAPE02347
134,0000000022025062820250909,0003277232025062820250909,Trento. Autostazione,1,SHAPE00035
157,0000000072025062820250909,0003280162025062820250909,Tione. Autostazione,1,SHAPE00006
366,0000004512025062820250909,0003302932025062820250909,Mezzocorona-Staz.Fs,1,SHAPE00054
186,0000000072025062820250909,0003285022025062820250909,Trento. Autostazione,1,SHAPE00019
215,0000000072025062820250909,0003288022025062820250909,Pian Delle Fugazze,0,SHAPE01291
177,0000000022025062820250909,0003289342025062820250909,Roveda. Bivio,1,SHAPE02563
658,0000000022025062820250909,0003311782025062820250909,S.Michele,1,SHAPE00031
250,0000000022025062820250909,0003294442025062820250909,Canal S. Bovo,1,SHAPE01412
552,0000000042025062820250909,0003290672025062820250909,Pergine V. Intermodale,1,SHAPE00941
658,0000004512025062820250909,0003296052025062820250909,Mezzocorona-Staz.Fs,1,SHAPE00038
