pkuid,cod_rip,cod_reg,cod_prov,cod_cm,cod_uts,pro_com,pro_com_t,comune,comune_a,cc_uts,shape_leng,shape_area,den_prov,den_cm,den_uts,sigla,tipo_uts,den_reg,den_rip,ontopia
2797,2,4,22,0,22,22058,022058,Cimone,,0,14044.9887882,9949821.42597,Trento,-,Trento,TN,Provincia autonoma,Trentino-Alto Adige,Nord-est,https://w3id.org/italia/data/identifiers/cities-identifiers/alphanumeric-istat-code/022058
2798,2,4,22,0,22,22059,022059,Cinte Tesino,,0,42924.2366659,30465270.1996,Trento,-,Trento,TN,Provincia autonoma,Trentino-Alto Adige,Nord-est,https://w3id.org/italia/data/identifiers/cities-identifiers/alphanumeric-istat-code/022059
2799,2,4,22,0,22,22060,022060,Cis,,0,9817.30486074,5733343.21537,Trento,-,Trento,TN,Provincia autonoma,Trentino-Alto Adige,Nord-est,https://w3id.org/italia/data/identifiers/cities-identifiers/alphanumeric-istat-code/022060
2800,2,4,22,0,22,22061,022061,Civezzano,,0,17279.9444924,15770302.5978,Trento,-,Trento,TN,Provincia autonoma,Trentino-Alto Adige,Nord-est,https://w3id.org/italia/data/identifiers/cities-identifiers/alphanumeric-istat-code/022061
2801,2,4,22,0,22,22062,022062,Cles,,0,46194.2734675,39008216.1961,Trento,-,Trento,TN,Provincia autonoma,Trentino-Alto Adige,Nord-est,https://w3id.org/italia/data/identifiers/cities-identifiers/alphanumeric-istat-code/022062
2802,2,4,22,0,22,22064,022064,Commezzadura,,0,22571.1485373,22122265.7763,Trento,-,Trento,TN,Provincia autonoma,Trentino-Alto Adige,Nord-est,https://w3id.org/italia/data/identifiers/cities-identifiers/alphanumeric-istat-code/022064
2803,2,4,22,0,22,22068,022068,Croviana,,0,12086.0176179,5072749.19395,Trento,-,Trento,TN,Provincia autonoma,Trentino-Alto Adige,Nord-est,https://w3id.org/italia/data/identifiers/cities-identifiers/alphanumeric-istat-code/022068
2804,2,4,22,0,22,22071,022071,Dambel,,0,9395.38630907,5124302.10497,Trento,-,Trento,TN,Provincia autonoma,Trentino-Alto Adige,Nord-est,https://w3id.org/italia/data/identifiers/cities-identifiers/alphanumeric-istat-code/022071
2805,2,4,22,0,22,22074,022074,Denno,,0,24292.3936351,10937551.6055,Trento,-,Trento,TN,Provincia autonoma,Trentino-Alto Adige,Nord-est,https://w3id.org/italia/data/identifiers/cities-identifiers/alphanumeric-istat-code/022074
2806,2,4,22,0,22,22078,022078,Drena,,0,13090.2626746,8270593.91361,Trento,-,Trento,TN,Provincia autonoma,Trentino-Alto Adige,Nord-est,https://w3id.org/italia/data/identifiers/cities-identifiers/alphanumeric-istat-code/022078
2807,2,4,22,0,22,22079,022079,Dro,,0,27626.9552608,27765067.7248,Trento,-,Trento,TN,Provincia autonoma,Trentino-Alto Adige,Nord-est,https://w3id.org/italia/data/identifiers/cities-identifiers/alphanumeric-istat-code/022079
2808,2,4,22,0,22,22081,022081,Fai della Paganella,,0,24177.6515137,12098184.6564,Trento,-,Trento,TN,Provincia autonoma,Trentino-Alto Adige,Nord-est,https://w3id.org/italia/data/identifiers/cities-identifiers/alphanumeric-istat-code/022081
2809,2,4,22,0,22,22083,022083,Fiavè,,0,25068.0996785,24173225.4069,Trento,-,Trento,TN,Provincia autonoma,Trentino-Alto Adige,Nord-est,https://w3id.org/italia/data/identifiers/cities-identifiers/alphanumeric-istat-code/022083
2810,2,4,22,0,22,22085,022085,Fierozzo,,0,18878.2279999,18010753.7985,Trento,-,Trento,TN,Provincia autonoma,Trentino-Alto Adige,Nord-est,https://w3id.org/italia/data/identifiers/cities-identifiers/alphanumeric-istat-code/022085
2811,2,4,22,0,22,22087,022087,Folgaria,,0,40421.8279302,71726106.8004,Trento,-,Trento,TN,Provincia autonoma,Trentino-Alto Adige,Nord-est,https://w3id.org/italia/data/identifiers/cities-identifiers/alphanumeric-istat-code/022087
2812,2,4,22,0,22,22089,022089,Fornace,,0,11165.41427,7166265.12138,Trento,-,Trento,TN,Provincia autonoma,Trentino-Alto Adige,Nord-est,https://w3id.org/italia/data/identifiers/cities-identifiers/alphanumeric-istat-code/022089
2813,2,4,22,0,22,22090,022090,Frassilongo,,0,16428.8099189,16878631.7973,Trento,-,Trento,TN,Provincia autonoma,Trentino-Alto Adige,Nord-est,https://w3id.org/italia/data/identifiers/cities-identifiers/alphanumeric-istat-code/022090
2814,2,4,22,0,22,22091,022091,Garniga Terme,,0,16016.6025955,12953276.4166,Trento,-,Trento,TN,Provincia autonoma,Trentino-Alto Adige,Nord-est,https://w3id.org/italia/data/identifiers/cities-identifiers/alphanumeric-istat-code/022091
2815,2,4,22,0,22,22092,022092,Giovo,,0,29329.0045215,20632481.4782,Trento,-,Trento,TN,Provincia autonoma,Trentino-Alto Adige,Nord-est,https://w3id.org/italia/data/identifiers/cities-identifiers/alphanumeric-istat-code/022092
2816,2,4,22,0,22,22093,022093,Giustino,,0,42542.6932938,38770910.5907,Trento,-,Trento,TN,Provincia autonoma,Trentino-Alto Adige,Nord-est,https://w3id.org/italia/data/identifiers/cities-identifiers/alphanumeric-istat-code/022093
2817,2,4,22,0,22,22095,022095,Grigno,,0,30799.2144857,46285054.0053,Trento,-,Trento,TN,Provincia autonoma,Trentino-Alto Adige,Nord-est,https://w3id.org/italia/data/identifiers/cities-identifiers/alphanumeric-istat-code/022095
2818,2,4,22,0,22,22097,022097,Imer,,0,31048.7084658,28048316.6817,Trento,-,Trento,TN,Provincia autonoma,Trentino-Alto Adige,Nord-est,https://w3id.org/italia/data/identifiers/cities-identifiers/alphanumeric-istat-code/022097
2819,2,4,22,0,22,22098,022098,Isera,,0,18865.4248148,14131016.2223,Trento,-,Trento,TN,Provincia autonoma,Trentino-Alto Adige,Nord-est,https://w3id.org/italia/data/identifiers/cities-identifiers/alphanumeric-istat-code/022098
2820,2,4,22,0,22,22102,022102,Lavarone,,0,26986.7417851,26405636.2635,Trento,-,Trento,TN,Provincia autonoma,Trentino-Alto Adige,Nord-est,https://w3id.org/italia/data/identifiers/cities-identifiers/alphanumeric-istat-code/022102
2821,2,4,22,0,22,22103,022103,Lavis,,0,18383.2295777,12342481.4911,Trento,-,Trento,TN,Provincia autonoma,Trentino-Alto Adige,Nord-est,https://w3id.org/italia/data/identifiers/cities-identifiers/alphanumeric-istat-code/022103
2822,2,4,22,0,22,22104,022104,Levico Terme,,0,37221.0794909,62838772.6001,Trento,-,Trento,TN,Provincia autonoma,Trentino-Alto Adige,Nord-est,https://w3id.org/italia/data/identifiers/cities-identifiers/alphanumeric-istat-code/022104
2823,2,4,22,0,22,22106,022106,Livo,,0,18043.9639535,15368498.8802,Trento,-,Trento,TN,Provincia autonoma,Trentino-Alto Adige,Nord-est,https://w3id.org/italia/data/identifiers/cities-identifiers/alphanumeric-istat-code/022106
2824,2,4,22,0,22,22108,022108,Lona-Lases,,0,23935.4753822,11508725.841,Trento,-,Trento,TN,Provincia autonoma,Trentino-Alto Adige,Nord-est,https://w3id.org/italia/data/identifiers/cities-identifiers/alphanumeric-istat-code/022108
2825,2,4,22,0,22,22109,022109,Luserna,,0,21744.5580005,8181693.36467,Trento,-,Trento,TN,Provincia autonoma,Trentino-Alto Adige,Nord-est,https://w3id.org/italia/data/identifiers/cities-identifiers/alphanumeric-istat-code/022109
2826,2,4,22,0,22,22110,022110,Malé,,0,33148.2622227,26387750.6924,Trento,-,Trento,TN,Provincia autonoma,Trentino-Alto Adige,Nord-est,https://w3id.org/italia/data/identifiers/cities-identifiers/alphanumeric-istat-code/022110
2827,2,4,22,0,22,22112,022112,Massimeno,,0,30632.5883992,21044383.7012,Trento,-,Trento,TN,Provincia autonoma,Trentino-Alto Adige,Nord-est,https://w3id.org/italia/data/identifiers/cities-identifiers/alphanumeric-istat-code/022112
2828,2,4,22,0,22,22113,022113,Mazzin,,0,24745.210055,23950975.6508,Trento,-,Trento,TN,Provincia autonoma,Trentino-Alto Adige,Nord-est,https://w3id.org/italia/data/identifiers/cities-identifiers/alphanumeric-istat-code/022113
2829,2,4,22,0,22,22114,022114,Mezzana,,0,26738.3868759,27399226.9479,Trento,-,Trento,TN,Provincia autonoma,Trentino-Alto Adige,Nord-est,https://w3id.org/italia/data/identifiers/cities-identifiers/alphanumeric-istat-code/022114
2830,2,4,22,0,22,22115,022115,Mezzano,,0,44986.8771468,49288285.861,Trento,-,Trento,TN,Provincia autonoma,Trentino-Alto Adige,Nord-est,https://w3id.org/italia/data/identifiers/cities-identifiers/alphanumeric-istat-code/022115
2831,2,4,22,0,22,22116,022116,Mezzocorona,,0,26596.3730761,25187119.6727,Trento,-,Trento,TN,Provincia autonoma,Trentino-Alto Adige,Nord-est,https://w3id.org/italia/data/identifiers/cities-identifiers/alphanumeric-istat-code/022116
2832,2,4,22,0,22,22117,022117,Mezzolombardo,,0,18232.526655,13881035.9835,Trento,-,Trento,TN,Provincia autonoma,Trentino-Alto Adige,Nord-est,https://w3id.org/italia/data/identifiers/cities-identifiers/alphanumeric-istat-code/022117
2833,2,4,22,0,22,22118,022118,Moena,,0,56674.2060689,82782107.3234,Trento,-,Trento,TN,Provincia autonoma,Trentino-Alto Adige,Nord-est,https://w3id.org/italia/data/identifiers/cities-identifiers/alphanumeric-istat-code/022118
2834,2,4,22,0,22,22120,022120,Molveno,,0,33829.9495967,33692716.1372,Trento,-,Trento,TN,Provincia autonoma,Trentino-Alto Adige,Nord-est,https://w3id.org/italia/data/identifiers/cities-identifiers/alphanumeric-istat-code/022120
2835,2,4,22,0,22,22123,022123,Mori,,0,35442.1815602,34131875.8097,Trento,-,Trento,TN,Provincia autonoma,Trentino-Alto Adige,Nord-est,https://w3id.org/italia/data/identifiers/cities-identifiers/alphanumeric-istat-code/022123
2836,2,4,22,0,22,22124,022124,Nago-Torbole,,0,25051.2358157,28514900.5284,Trento,-,Trento,TN,Provincia autonoma,Trentino-Alto Adige,Nord-est,https://w3id.org/italia/data/identifiers/cities-identifiers/alphanumeric-istat-code/022124
2837,2,4,22,0,22,22127,022127,Nogaredo,,0,8457.36917229,3540331.05859,Trento,-,Trento,TN,Provincia autonoma,Trentino-Alto Adige,Nord-est,https://w3id.org/italia/data/identifiers/cities-identifiers/alphanumeric-istat-code/022127
2838,2,4,22,0,22,22128,022128,Nomi,,0,15440.2372712,6431546.29971,Trento,-,Trento,TN,Provincia autonoma,Trentino-Alto Adige,Nord-est,https://w3id.org/italia/data/identifiers/cities-identifiers/alphanumeric-istat-code/022128
2839,2,4,22,0,22,22129,022129,Novaledo,,0,16576.3555545,7901809.12262,Trento,-,Trento,TN,Provincia autonoma,Trentino-Alto Adige,Nord-est,https://w3id.org/italia/data/identifiers/cities-identifiers/alphanumeric-istat-code/022129
2840,2,4,22,0,22,22130,022130,Ospedaletto,,0,17726.0553179,16836806.8025,Trento,-,Trento,TN,Provincia autonoma,Trentino-Alto Adige,Nord-est,https://w3id.org/italia/data/identifiers/cities-identifiers/alphanumeric-istat-code/022130
2841,2,4,22,0,22,22131,022131,Ossana,,0,27186.0849286,24893877.8179,Trento,-,Trento,TN,Provincia autonoma,Trentino-Alto Adige,Nord-est,https://w3id.org/italia/data/identifiers/cities-identifiers/alphanumeric-istat-code/022131
2842,2,4,22,0,22,22133,022133,Palù del Fersina,,0,18517.630267,16546834.026,Trento,-,Trento,TN,Provincia autonoma,Trentino-Alto Adige,Nord-est,https://w3id.org/italia/data/identifiers/cities-identifiers/alphanumeric-istat-code/022133
2843,2,4,22,0,22,22134,022134,Panchià,,0,31223.8457253,20330487.5856,Trento,-,Trento,TN,Provincia autonoma,Trentino-Alto Adige,Nord-est,https://w3id.org/italia/data/identifiers/cities-identifiers/alphanumeric-istat-code/022134
2844,2,4,22,0,22,22135,022135,Ronzo-Chienis,,0,15249.3828827,13189453.2801,Trento,-,Trento,TN,Provincia autonoma,Trentino-Alto Adige,Nord-est,https://w3id.org/italia/data/identifiers/cities-identifiers/alphanumeric-istat-code/022135
2845,2,4,22,0,22,22136,022136,Peio,,0,73928.0624718,162223872.021,Trento,-,Trento,TN,Provincia autonoma,Trentino-Alto Adige,Nord-est,https://w3id.org/italia/data/identifiers/cities-identifiers/alphanumeric-istat-code/022136
2846,2,4,22,0,22,22137,022137,Pellizzano,,0,55691.1048099,48830767.6541,Trento,-,Trento,TN,Provincia autonoma,Trentino-Alto Adige,Nord-est,https://w3id.org/italia/data/identifiers/cities-identifiers/alphanumeric-istat-code/022137
2847,2,4,22,0,22,22138,022138,Pelugo,,0,29984.9327535,22962811.1008,Trento,-,Trento,TN,Provincia autonoma,Trentino-Alto Adige,Nord-est,https://w3id.org/italia/data/identifiers/cities-identifiers/alphanumeric-istat-code/022138
2848,2,4,22,0,22,22139,022139,Pergine Valsugana,,0,48221.1936856,53982124.0434,Trento,-,Trento,TN,Provincia autonoma,Trentino-Alto Adige,Nord-est,https://w3id.org/italia/data/identifiers/cities-identifiers/alphanumeric-istat-code/022139
2849,2,4,22,0,22,22142,022142,Pieve Tesino,,0,67842.2411577,69531937.6314,Trento,-,Trento,TN,Provincia autonoma,Trentino-Alto Adige,Nord-est,https://w3id.org/italia/data/identifiers/cities-identifiers/alphanumeric-istat-code/022142
2850,2,4,22,0,22,22143,022143,Pinzolo,,0,45553.8680476,69053848.5489,Trento,-,Trento,TN,Provincia autonoma,Trentino-Alto Adige,Nord-est,https://w3id.org/italia/data/identifiers/cities-identifiers/alphanumeric-istat-code/022143
2851,2,4,22,0,22,22144,022144,Pomarolo,,0,14437.6173615,9258559.80273,Trento,-,Trento,TN,Provincia autonoma,Trentino-Alto Adige,Nord-est,https://w3id.org/italia/data/identifiers/cities-identifiers/alphanumeric-istat-code/022144
2852,2,4,22,0,22,22147,022147,Predazzo,,0,56477.6851549,109838731.036,Trento,-,Trento,TN,Provincia autonoma,Trentino-Alto Adige,Nord-est,https://w3id.org/italia/data/identifiers/cities-identifiers/alphanumeric-istat-code/022147
2853,2,4,22,0,22,22150,022150,Rabbi,,0,56899.9297778,133016074.123,Trento,-,Trento,TN,Provincia autonoma,Trentino-Alto Adige,Nord-est,https://w3id.org/italia/data/identifiers/cities-identifiers/alphanumeric-istat-code/022150
2854,2,4,22,0,22,22153,022153,Riva del Garda,,0,40826.682892,40709769.7809,Trento,-,Trento,TN,Provincia autonoma,Trentino-Alto Adige,Nord-est,https://w3id.org/italia/data/identifiers/cities-identifiers/alphanumeric-istat-code/022153
2855,2,4,22,0,22,22155,022155,Romeno,,0,12929.6607565,9182014.99582,Trento,-,Trento,TN,Provincia autonoma,Trentino-Alto Adige,Nord-est,https://w3id.org/italia/data/identifiers/cities-identifiers/alphanumeric-istat-code/022155
2856,2,4,22,0,22,22156,022156,Roncegno Terme,,0,26185.0575528,38033514.4946,Trento,-,Trento,TN,Provincia autonoma,Trentino-Alto Adige,Nord-est,https://w3id.org/italia/data/identifiers/cities-identifiers/alphanumeric-istat-code/022156
2857,2,4,22,0,22,22157,022157,Ronchi Valsugana,,0,14590.3220967,9987053.66039,Trento,-,Trento,TN,Provincia autonoma,Trentino-Alto Adige,Nord-est,https://w3id.org/italia/data/identifiers/cities-identifiers/alphanumeric-istat-code/022157
